crash_id,day_of_week,day_type
20222008,Weekday,Tuesday
20224040,Weekday,Tuesday
20222143,Weekday,Tuesday
20222123,Weekday,Tuesday
20222132,Weekday,Tuesday
20223120,Weekday,Tuesday
20223103,Weekday,Tuesday
20221129,Weekday,Tuesday
20222064,Weekday,Wednesday
20222054,Weekday,Wednesday
20221120,Weekday,Wednesday
20222011,Weekday,Wednesday
20221213,Weekday,Wednesday
20226003,Weekday,Wednesday
20223157,Weekday,Wednesday
20222033,Weekday,Friday
20221070,Weekday,Friday
20223082,Weekday,Friday
20223105,Weekday,Friday
20222091,Weekday,Friday
20221122,Weekend,Friday
20221219,Weekend,Friday
20227022,Weekend,Friday
20222141,Weekend,Friday
20222187,Weekday,Monday
20226030,Weekday,Monday
20223247,Weekday,Monday
20223259,Weekday,Monday
20223204,Weekday,Monday
20221053,Weekday,Monday
20222124,Weekday,Monday
20227021,Weekday,Monday
20223178,Weekday,Monday
20223026,Weekday,Monday
20222112,Weekday,Monday
20224067,Weekday,Monday
20223080,Weekend,Saturday
20227013,Weekend,Saturday
20221209,Weekend,Saturday
20221123,Weekend,Saturday
20221043,Weekend,Saturday
20222156,Weekend,Saturday
20221258,Weekend,Saturday
20223013,Weekend,Saturday
20228008,Weekend,Saturday
20222209,Weekend,Saturday
20222059,Weekend,Sunday
20224068,Weekend,Sunday
20224024,Weekend,Sunday
20221257,Weekend,Sunday
20221058,Weekend,Sunday
20223049,Weekend,Sunday
20227029,Weekend,Sunday
20222149,Weekend,Sunday
20222094,Weekend,Sunday
20222035,Weekday,Thursday
20222226,Weekday,Thursday
20223172,Weekday,Thursday
20222128,Weekday,Thursday
20222218,Weekday,Thursday
20222060,Weekday,Thursday
20223011,Weekday,Thursday
20223014,Weekday,Thursday
20221177,Weekday,Thursday
20221004,Weekday,Thursday
20223033,Weekday,Thursday
20221059,Weekday,Thursday
20223216,Weekday,Thursday
20224020,Weekday,Thursday
20222001,Weekday,Thursday
20222018,Weekday,Thursday
20223193,Weekday,Thursday
20222077,Weekday,Tuesday
20223156,Weekday,Tuesday
20221039,Weekday,Tuesday
20221003,Weekday,Tuesday
20223262,Weekday,Tuesday
20226037,Weekday,Tuesday
20227014,Weekday,Tuesday
20224035,Weekday,Tuesday
20222229,Weekday,Tuesday
20223063,Weekday,Wednesday
20221030,Weekday,Wednesday
20222092,Weekday,Wednesday
20223212,Weekday,Wednesday
20221085,Weekday,Wednesday
20223179,Weekday,Wednesday
20223242,Weekday,Friday
20223136,Weekday,Friday
20227039,Weekday,Friday
20222115,Weekday,Friday
20221091,Weekday,Friday
20226043,Weekday,Friday
20223087,Weekday,Friday
20223048,Weekday,Friday
20223155,Weekday,Friday
20228013,Weekday,Friday
20223057,Weekend,Friday
20226002,Weekend,Friday
20223119,Weekend,Friday
20222158,Weekend,Monday
20222043,Weekday,Monday
20221171,Weekday,Monday
20226021,Weekday,Monday
20221155,Weekday,Monday
20222055,Weekday,Monday
20223096,Weekday,Monday
20223270,Weekday,Monday
20221028,Weekday,Monday
20227011,Weekday,Monday
20223261,Weekday,Monday
20228014,Weekend,Saturday
20223183,Weekend,Saturday
20224009,Weekend,Saturday
20222075,Weekend,Saturday
20223185,Weekend,Saturday
20223054,Weekend,Saturday
20223269,Weekend,Saturday
20221178,Weekend,Saturday
20222202,Weekend,Saturday
20228015,Weekend,Saturday
20223168,Weekend,Saturday
20221065,Weekend,Sunday
20223110,Weekend,Sunday
20223088,Weekend,Sunday
20223043,Weekend,Sunday
20223197,Weekend,Sunday
20223236,Weekend,Sunday
20221227,Weekend,Sunday
20221100,Weekend,Sunday
20223134,Weekend,Sunday
20224028,Weekend,Sunday
20221221,Weekend,Sunday
20221090,Weekend,Sunday
20222009,Weekend,Sunday
20223006,Weekend,Sunday
20223235,Weekend,Sunday
20221050,Weekend,Sunday
20223273,Weekday,Thursday
20223190,Weekday,Thursday
20223243,Weekday,Thursday
20222078,Weekday,Thursday
20221263,Weekday,Thursday
20223237,Weekday,Thursday
20226020,Weekday,Thursday
20221211,Weekday,Thursday
20222074,Weekday,Thursday
20226012,Weekday,Thursday
20221222,Weekday,Thursday
20228005,Weekday,Thursday
20222096,Weekday,Tuesday
20223224,Weekday,Tuesday
20221144,Weekday,Tuesday
20221146,Weekday,Tuesday
20223083,Weekday,Tuesday
20226010,Weekday,Tuesday
20223104,Weekday,Tuesday
20222025,Weekday,Tuesday
20224047,Weekday,Tuesday
20227032,Weekday,Tuesday
20223149,Weekday,Tuesday
20223192,Weekday,Wednesday
20223106,Weekday,Wednesday
20224011,Weekday,Wednesday
20221114,Weekday,Wednesday
20221236,Weekday,Wednesday
20221029,Weekday,Wednesday
20224023,Weekday,Wednesday
20224046,Weekday,Wednesday
20222189,Weekday,Wednesday
20221125,Weekday,Wednesday
20222099,Weekday,Wednesday
20221095,Weekday,Wednesday
20227015,Weekday,Wednesday
20223040,Weekday,Friday
20221147,Weekday,Friday
20227008,Weekday,Friday
20228012,Weekday,Friday
20221201,Weekday,Friday
20221062,Weekday,Friday
20223020,Weekday,Friday
20222076,Weekday,Friday
20224064,Weekday,Friday
20222238,Weekday,Friday
20224059,Weekend,Friday
20221164,Weekend,Friday
20222170,Weekend,Friday
20221108,Weekend,Monday
20222144,Weekend,Monday
20222038,Weekend,Monday
20226029,Weekday,Monday
20221046,Weekday,Monday
20223266,Weekday,Monday
20221196,Weekday,Monday
20226031,Weekday,Monday
20222072,Weekday,Monday
20221226,Weekday,Monday
20223035,Weekend,Saturday
20221124,Weekend,Saturday
20221027,Weekend,Saturday
20221261,Weekend,Saturday
20221113,Weekend,Saturday
20223196,Weekend,Saturday
20221185,Weekend,Saturday
20221044,Weekend,Saturday
20226001,Weekend,Saturday
20224001,Weekend,Saturday
20221231,Weekend,Saturday
20222084,Weekend,Saturday
20221128,Weekend,Saturday
20227024,Weekend,Saturday
20222066,Weekend,Sunday
20221018,Weekend,Sunday
20227026,Weekend,Sunday
20228010,Weekend,Sunday
20223167,Weekend,Sunday
20222042,Weekend,Sunday
20222034,Weekend,Sunday
20226036,Weekend,Sunday
20223145,Weekend,Sunday
20223036,Weekend,Sunday
20224049,Weekend,Sunday
20222147,Weekend,Sunday
20223151,Weekend,Sunday
20223109,Weekend,Sunday
20221001,Weekday,Thursday
20224016,Weekday,Thursday
20221200,Weekday,Thursday
20222227,Weekday,Thursday
20221208,Weekday,Thursday
20223056,Weekday,Thursday
20226039,Weekday,Thursday
20226008,Weekday,Thursday
20226017,Weekday,Thursday
20221111,Weekday,Thursday
20224018,Weekday,Thursday
20227036,Weekday,Thursday
20222200,Weekday,Thursday
20224045,Weekday,Tuesday
20222230,Weekday,Tuesday
20222173,Weekday,Tuesday
20224004,Weekday,Tuesday
20221253,Weekday,Tuesday
20222093,Weekday,Tuesday
20221238,Weekday,Tuesday
20221093,Weekday,Tuesday
20222058,Weekday,Wednesday
20221157,Weekday,Wednesday
20223260,Weekday,Wednesday
20224006,Weekday,Wednesday
20222175,Weekday,Friday
20226018,Weekday,Friday
20221072,Weekday,Friday
20221076,Weekday,Friday
20221251,Weekday,Friday
20224021,Weekday,Friday
20221148,Weekday,Friday
20222080,Weekday,Friday
20222114,Weekday,Friday
20223127,Weekday,Friday
20226009,Weekend,Friday
20222145,Weekend,Friday
20222049,Weekend,Monday
20221193,Weekday,Monday
20223072,Weekday,Monday
20223169,Weekday,Monday
20221049,Weekday,Monday
20223225,Weekday,Monday
20224003,Weekday,Monday
20221064,Weekday,Monday
20223159,Weekday,Monday
20222185,Weekday,Monday
20223060,Weekday,Monday
20227007,Weekend,Saturday
20222081,Weekend,Saturday
20222138,Weekend,Saturday
20223240,Weekend,Saturday
20221084,Weekend,Saturday
20221121,Weekend,Saturday
20227033,Weekend,Saturday
20224042,Weekend,Saturday
20227020,Weekend,Saturday
20221145,Weekend,Saturday
20221066,Weekend,Sunday
20221139,Weekend,Sunday
20223094,Weekend,Sunday
20221242,Weekend,Sunday
20222027,Weekend,Sunday
20221223,Weekend,Sunday
20223160,Weekend,Sunday
20224014,Weekend,Sunday
20223017,Weekend,Sunday
20223132,Weekend,Sunday
20221101,Weekend,Sunday
20222026,Weekday,Thursday
20223245,Weekday,Thursday
20223200,Weekday,Thursday
20221019,Weekday,Thursday
20224034,Weekday,Thursday
20222122,Weekday,Thursday
20223215,Weekday,Thursday
20223122,Weekday,Thursday
20221182,Weekday,Thursday
20222061,Weekday,Thursday
20221247,Weekday,Tuesday
20221033,Weekday,Tuesday
20223189,Weekday,Tuesday
20226035,Weekday,Tuesday
20221169,Weekday,Tuesday
20221207,Weekday,Tuesday
20223250,Weekday,Tuesday
20226014,Weekday,Tuesday
20223232,Weekday,Tuesday
20221088,Weekday,Wednesday
20221165,Weekday,Wednesday
20222234,Weekday,Wednesday
20221204,Weekday,Wednesday
20222134,Weekday,Wednesday
20226013,Weekday,Wednesday
20223175,Weekday,Wednesday
20223263,Weekday,Wednesday
20222020,Weekday,Wednesday
20223001,Weekday,Wednesday
20221119,Weekday,Wednesday
20221138,Weekday,Wednesday
20223205,Weekday,Friday
20221063,Weekday,Friday
20227004,Weekday,Friday
20223112,Weekday,Friday
20222161,Weekday,Friday
20222235,Weekday,Friday
20222150,Weekday,Friday
20223066,Weekday,Friday
20223069,Weekend,Friday
20223137,Weekend,Friday
20223194,Weekend,Friday
20223268,Weekend,Monday
20223124,Weekend,Monday
20221036,Weekday,Monday
20223084,Weekday,Monday
20221172,Weekday,Monday
20222048,Weekday,Monday
20221134,Weekend,Saturday
20223251,Weekend,Saturday
20222113,Weekend,Saturday
20222017,Weekend,Saturday
20221069,Weekend,Saturday
20223213,Weekend,Saturday
20222070,Weekend,Saturday
20223229,Weekend,Saturday
20223187,Weekend,Saturday
20222130,Weekend,Saturday
20221023,Weekend,Saturday
20221038,Weekend,Saturday
20227030,Weekend,Saturday
20221083,Weekend,Saturday
20224031,Weekend,Saturday
20222213,Weekend,Saturday
20221206,Weekend,Saturday
20227010,Weekend,Saturday
20224027,Weekend,Saturday
20223130,Weekend,Saturday
20222083,Weekend,Saturday
20223126,Weekend,Sunday
20223144,Weekend,Sunday
20221032,Weekend,Sunday
20221156,Weekend,Sunday
20224029,Weekend,Sunday
20224063,Weekend,Sunday
20223027,Weekend,Sunday
20224022,Weekend,Sunday
20221130,Weekend,Sunday
20222082,Weekend,Sunday
20222097,Weekend,Sunday
20223244,Weekend,Sunday
20221260,Weekend,Sunday
20221167,Weekend,Sunday
20222228,Weekend,Sunday
20221005,Weekend,Sunday
20223255,Weekend,Sunday
20223079,Weekend,Sunday
20222188,Weekend,Sunday
20228011,Weekend,Sunday
20226025,Weekday,Thursday
20223207,Weekday,Thursday
20222086,Weekday,Thursday
20221045,Weekday,Thursday
20223007,Weekday,Thursday
20226032,Weekday,Thursday
20221117,Weekday,Thursday
20222107,Weekday,Thursday
20221104,Weekday,Thursday
20221218,Weekday,Thursday
20224052,Weekday,Tuesday
20223182,Weekday,Tuesday
20222155,Weekday,Tuesday
20226028,Weekday,Tuesday
20222045,Weekday,Tuesday
20223161,Weekday,Tuesday
20224039,Weekday,Tuesday
20221142,Weekday,Tuesday
20223231,Weekday,Tuesday
20222146,Weekday,Tuesday
20222039,Weekday,Tuesday
20221160,Weekday,Tuesday
20221137,Weekday,Tuesday
20223227,Weekday,Tuesday
20221022,Weekday,Tuesday
20227035,Weekday,Tuesday
20223009,Weekday,Wednesday
20223165,Weekday,Wednesday
20223019,Weekday,Wednesday
20222201,Weekday,Wednesday
20222050,Weekday,Wednesday
20223081,Weekday,Wednesday
20223210,Weekday,Wednesday
20223116,Weekday,Wednesday
20221041,Weekday,Wednesday
20222088,Weekday,Wednesday
20224010,Weekday,Wednesday
20221216,Weekday,Wednesday
20223267,Weekday,Wednesday
20223030,Weekday,Friday
20221007,Weekday,Friday
20223176,Weekday,Friday
20221246,Weekday,Friday
20223022,Weekday,Friday
20223230,Weekday,Friday
20221021,Weekday,Friday
20222087,Weekday,Friday
20223184,Weekend,Friday
20224030,Weekend,Friday
20222179,Weekend,Friday
20222118,Weekend,Friday
20224005,Weekend,Friday
20221048,Weekend,Friday
20223140,Weekend,Friday
20223092,Weekend,Monday
20221014,Weekday,Monday
20221057,Weekday,Monday
20222116,Weekday,Monday
20223047,Weekday,Monday
20222056,Weekday,Monday
20222203,Weekday,Monday
20223257,Weekday,Monday
20223128,Weekend,Saturday
20222160,Weekend,Saturday
20222053,Weekend,Saturday
20221183,Weekend,Saturday
20222110,Weekend,Saturday
20221224,Weekend,Saturday
20221259,Weekend,Saturday
20221228,Weekend,Saturday
20221198,Weekend,Saturday
20223195,Weekend,Saturday
20221034,Weekend,Saturday
20221115,Weekend,Sunday
20223211,Weekend,Sunday
20221075,Weekend,Sunday
20223089,Weekend,Sunday
20222162,Weekend,Sunday
20222065,Weekend,Sunday
20221159,Weekend,Sunday
20222046,Weekend,Sunday
20221068,Weekend,Sunday
20222174,Weekend,Sunday
20223041,Weekend,Sunday
20226022,Weekend,Sunday
20221020,Weekend,Sunday
20223133,Weekday,Thursday
20222062,Weekday,Thursday
20221254,Weekday,Thursday
20222007,Weekday,Thursday
20223233,Weekday,Thursday
20221241,Weekday,Thursday
20227006,Weekday,Thursday
20222212,Weekday,Thursday
20221229,Weekday,Thursday
20226033,Weekday,Thursday
20222041,Weekday,Thursday
20221186,Weekday,Thursday
20227034,Weekday,Thursday
20224048,Weekday,Tuesday
20221214,Weekday,Tuesday
20223142,Weekday,Tuesday
20222100,Weekday,Tuesday
20223021,Weekday,Wednesday
20221158,Weekday,Wednesday
20222117,Weekday,Wednesday
20221154,Weekday,Wednesday
20227019,Weekday,Wednesday
20221024,Weekday,Wednesday
20222186,Weekday,Wednesday
20224017,Weekday,Wednesday
20222219,Weekday,Wednesday
20228001,Weekday,Wednesday
20222125,Weekday,Wednesday
20226024,Weekday,Wednesday
20213216,Weekday,Friday
20212172,Weekday,Friday
20215133,Weekday,Friday
20213127,Weekday,Friday
20212142,Weekday,Friday
20212161,Weekday,Friday
20211232,Weekday,Friday
20212205,Weekday,Friday
20211018,Weekday,Friday
20212026,Weekday,Friday
20217020,Weekday,Friday
20216011,Weekday,Friday
20212157,Weekday,Friday
20213119,Weekday,Friday
20212051,Weekend,Friday
20211130,Weekend,Friday
20217003,Weekend,Friday
20213226,Weekend,Friday
20217025,Weekend,Friday
20213164,Weekend,Monday
20211254,Weekday,Monday
20212108,Weekday,Monday
20213187,Weekday,Monday
20212145,Weekday,Monday
20214071,Weekday,Monday
20211225,Weekday,Monday
20211166,Weekday,Monday
20211178,Weekday,Monday
20214004,Weekday,Monday
20211200,Weekend,Saturday
20215156,Weekend,Saturday
20211155,Weekend,Saturday
20211170,Weekend,Saturday
20215047,Weekend,Saturday
20212198,Weekend,Saturday
20212013,Weekend,Saturday
20214049,Weekend,Saturday
20213006,Weekend,Saturday
20211017,Weekend,Saturday
20214075,Weekend,Saturday
20213162,Weekend,Saturday
20217007,Weekend,Sunday
20211124,Weekend,Sunday
20215063,Weekend,Sunday
20211075,Weekend,Sunday
20211174,Weekend,Sunday
20211229,Weekend,Sunday
20213008,Weekday,Thursday
20213150,Weekday,Thursday
20211133,Weekday,Thursday
20211042,Weekday,Thursday
20212133,Weekday,Thursday
20212194,Weekday,Thursday
20212196,Weekday,Thursday
20213195,Weekday,Thursday
20212129,Weekday,Thursday
20215152,Weekday,Thursday
20215013,Weekday,Thursday
20215078,Weekday,Thursday
20216018,Weekday,Thursday
20211250,Weekday,Thursday
20216010,Weekday,Thursday
20211039,Weekday,Thursday
20211131,Weekday,Tuesday
20214022,Weekday,Tuesday
20211246,Weekday,Tuesday
20214015,Weekday,Tuesday
20211031,Weekday,Tuesday
20212030,Weekday,Tuesday
20212067,Weekday,Tuesday
20211081,Weekday,Tuesday
20211181,Weekday,Tuesday
20215057,Weekday,Tuesday
20214074,Weekday,Tuesday
20215150,Weekday,Tuesday
20213228,Weekday,Wednesday
20211027,Weekday,Wednesday
20211087,Weekday,Wednesday
20211086,Weekday,Wednesday
20211242,Weekday,Wednesday
20215054,Weekday,Wednesday
20215144,Weekday,Wednesday
20211147,Weekday,Wednesday
20211194,Weekday,Wednesday
20213247,Weekday,Wednesday
20211146,Weekday,Wednesday
20212029,Weekday,Wednesday
20213206,Weekday,Wednesday
20216016,Weekday,Wednesday
20211164,Weekday,Wednesday
20211009,Weekday,Friday
20212162,Weekday,Friday
20213242,Weekday,Friday
20212075,Weekday,Friday
20213086,Weekday,Friday
20211235,Weekday,Friday
20211025,Weekday,Friday
20213175,Weekday,Friday
20212078,Weekend,Friday
20211058,Weekend,Friday
20212153,Weekend,Friday
20211167,Weekend,Monday
20212167,Weekend,Monday
20211215,Weekday,Monday
20213154,Weekday,Monday
20211205,Weekday,Monday
20215151,Weekday,Monday
20215066,Weekday,Monday
20212113,Weekday,Monday
20214077,Weekday,Monday
20211013,Weekday,Monday
20211103,Weekday,Monday
20211085,Weekday,Monday
20213026,Weekday,Monday
20217018,Weekday,Monday
20213052,Weekday,Monday
20213031,Weekday,Monday
20213153,Weekday,Monday
20214027,Weekend,Saturday
20215076,Weekend,Saturday
20216032,Weekend,Saturday
20214020,Weekend,Saturday
20211097,Weekend,Saturday
20212061,Weekend,Saturday
20213071,Weekend,Saturday
20212176,Weekend,Saturday
20212136,Weekend,Saturday
20214084,Weekend,Sunday
20215105,Weekend,Sunday
20214056,Weekend,Sunday
20211024,Weekend,Sunday
20212201,Weekend,Sunday
20213166,Weekend,Sunday
20215106,Weekend,Sunday
20212057,Weekday,Thursday
20211201,Weekday,Thursday
20212160,Weekday,Thursday
20211140,Weekday,Thursday
20211041,Weekday,Thursday
20212034,Weekday,Thursday
20212010,Weekday,Thursday
20214036,Weekday,Thursday
20213163,Weekday,Thursday
20211101,Weekday,Thursday
20211251,Weekday,Thursday
20213143,Weekday,Thursday
20212209,Weekday,Tuesday
20212135,Weekday,Tuesday
20211168,Weekday,Tuesday
20214050,Weekday,Tuesday
20212011,Weekday,Tuesday
20212185,Weekday,Tuesday
20213088,Weekday,Tuesday
20211245,Weekday,Tuesday
20214039,Weekday,Tuesday
20213137,Weekday,Tuesday
20212137,Weekday,Tuesday
20215141,Weekday,Tuesday
20213214,Weekday,Tuesday
20211127,Weekday,Tuesday
20213134,Weekday,Tuesday
20211183,Weekday,Tuesday
20213027,Weekday,Wednesday
20212155,Weekday,Wednesday
20213067,Weekday,Wednesday
20211213,Weekday,Wednesday
20212016,Weekday,Wednesday
20215018,Weekday,Wednesday
20215149,Weekday,Wednesday
20213190,Weekday,Wednesday
20212024,Weekday,Wednesday
20215024,Weekday,Wednesday
20216027,Weekday,Wednesday
20215095,Weekday,Wednesday
20213149,Weekday,Friday
20212143,Weekday,Friday
20214058,Weekday,Friday
20211185,Weekday,Friday
20211159,Weekday,Friday
20213140,Weekday,Friday
20212156,Weekday,Friday
20215001,Weekday,Friday
20215114,Weekday,Friday
20212097,Weekday,Friday
20212028,Weekday,Friday
20215067,Weekday,Friday
20212087,Weekday,Friday
20213227,Weekend,Friday
20213174,Weekend,Friday
20213136,Weekend,Friday
20211202,Weekend,Friday
20213197,Weekend,Monday
20211189,Weekend,Monday
20213106,Weekday,Monday
20211100,Weekday,Monday
20211093,Weekday,Monday
20213032,Weekday,Monday
20214003,Weekday,Monday
20211021,Weekday,Monday
20211161,Weekend,Saturday
20211256,Weekend,Saturday
20215065,Weekend,Saturday
20213070,Weekend,Saturday
20213132,Weekend,Saturday
20212056,Weekend,Saturday
20217014,Weekend,Saturday
20213046,Weekend,Saturday
20214037,Weekend,Saturday
20211135,Weekend,Saturday
20211234,Weekend,Saturday
20213170,Weekend,Saturday
20214061,Weekend,Saturday
20213235,Weekend,Saturday
20213212,Weekend,Saturday
20214023,Weekend,Saturday
20211151,Weekend,Saturday
20212060,Weekend,Saturday
20211089,Weekend,Saturday
20215041,Weekend,Saturday
20213123,Weekend,Saturday
20211145,Weekend,Saturday
20216009,Weekend,Sunday
20211078,Weekend,Sunday
20211207,Weekend,Sunday
20211059,Weekend,Sunday
20212154,Weekend,Sunday
20215020,Weekend,Sunday
20212019,Weekend,Sunday
20213144,Weekend,Sunday
20213199,Weekend,Sunday
20212186,Weekend,Sunday
20213082,Weekend,Sunday
20211006,Weekend,Sunday
20213003,Weekend,Sunday
20213141,Weekend,Sunday
20214030,Weekend,Sunday
20214054,Weekend,Sunday
20215125,Weekend,Sunday
20213230,Weekday,Thursday
20212179,Weekday,Thursday
20215157,Weekday,Thursday
20211077,Weekday,Thursday
20212049,Weekday,Thursday
20213135,Weekday,Thursday
20214062,Weekday,Thursday
20213112,Weekday,Thursday
20211199,Weekday,Thursday
20212092,Weekday,Thursday
20211152,Weekday,Thursday
20212036,Weekday,Thursday
20213093,Weekday,Thursday
20213151,Weekday,Tuesday
20213057,Weekday,Tuesday
20215059,Weekday,Tuesday
20211212,Weekday,Tuesday
20211106,Weekday,Tuesday
20211184,Weekday,Tuesday
20215154,Weekday,Tuesday
20213183,Weekday,Tuesday
20217012,Weekday,Tuesday
20211063,Weekday,Tuesday
20217009,Weekday,Tuesday
20213177,Weekday,Wednesday
20213101,Weekday,Wednesday
20212095,Weekday,Wednesday
20213185,Weekday,Wednesday
20214091,Weekday,Wednesday
20214081,Weekday,Wednesday
20212128,Weekday,Wednesday
20215102,Weekday,Friday
20212098,Weekday,Friday
20214059,Weekday,Friday
20211177,Weekday,Friday
20214001,Weekday,Friday
20212119,Weekday,Friday
20215127,Weekend,Friday
20213002,Weekend,Friday
20216013,Weekday,Monday
20213087,Weekend,Saturday
20213030,Weekend,Saturday
20212021,Weekend,Saturday
20211116,Weekend,Saturday
20211076,Weekend,Saturday
20211136,Weekend,Saturday
20212008,Weekend,Saturday
20215077,Weekend,Saturday
20213129,Weekend,Saturday
20212066,Weekend,Saturday
20214047,Weekend,Saturday
20211191,Weekend,Saturday
20215044,Weekend,Saturday
20212106,Weekend,Saturday
20212134,Weekend,Saturday
20212053,Weekend,Sunday
20217008,Weekend,Sunday
20212111,Weekend,Sunday
20211011,Weekend,Sunday
20213068,Weekend,Sunday
20213157,Weekend,Sunday
20212012,Weekend,Sunday
20211203,Weekend,Sunday
20215140,Weekend,Sunday
20213090,Weekend,Sunday
20212072,Weekday,Thursday
20215088,Weekday,Thursday
20215155,Weekday,Thursday
20215147,Weekday,Thursday
20213155,Weekday,Thursday
20215055,Weekday,Thursday
20211020,Weekday,Thursday
20213130,Weekday,Thursday
20215121,Weekday,Thursday
20216022,Weekday,Thursday
20215014,Weekday,Thursday
20212090,Weekday,Thursday
20211030,Weekday,Thursday
20215040,Weekday,Thursday
20213188,Weekday,Thursday
20212159,Weekday,Thursday
20214013,Weekday,Thursday
20215142,Weekday,Thursday
20211154,Weekday,Tuesday
20215132,Weekday,Tuesday
20212077,Weekday,Tuesday
20216014,Weekday,Tuesday
20211094,Weekday,Tuesday
20212146,Weekday,Tuesday
20211015,Weekday,Tuesday
20211108,Weekday,Wednesday
20213165,Weekday,Wednesday
20214086,Weekday,Wednesday
20214079,Weekday,Wednesday
20214010,Weekday,Wednesday
20215128,Weekday,Wednesday
20213062,Weekday,Wednesday
20215089,Weekday,Wednesday
20211055,Weekday,Wednesday
20213128,Weekday,Wednesday
20211048,Weekday,Friday
20213210,Weekday,Friday
20212055,Weekday,Friday
20212151,Weekday,Friday
20213084,Weekday,Friday
20215028,Weekday,Friday
20216031,Weekday,Friday
20217010,Weekday,Friday
20211237,Weekday,Friday
20211197,Weekend,Friday
20215002,Weekend,Friday
20211160,Weekend,Friday
20215022,Weekend,Monday
20213113,Weekday,Monday
20213133,Weekday,Monday
20213232,Weekday,Monday
20215030,Weekday,Monday
20212175,Weekday,Monday
20213096,Weekday,Monday
20211029,Weekday,Monday
20213085,Weekday,Monday
20213040,Weekday,Monday
20213126,Weekday,Monday
20213222,Weekday,Monday
20211244,Weekend,Saturday
20215038,Weekend,Saturday
20213217,Weekend,Saturday
20213066,Weekend,Saturday
20211172,Weekend,Saturday
20211125,Weekend,Saturday
20217006,Weekend,Saturday
20216020,Weekend,Saturday
20215049,Weekend,Saturday
20213058,Weekend,Saturday
20212058,Weekend,Sunday
20216025,Weekend,Sunday
20215145,Weekend,Sunday
20213218,Weekend,Sunday
20214017,Weekend,Sunday
20212023,Weekend,Sunday
20212014,Weekend,Sunday
20213028,Weekend,Sunday
20213023,Weekend,Sunday
20212171,Weekend,Sunday
20211118,Weekday,Thursday
20213248,Weekday,Thursday
20214070,Weekday,Thursday
20212076,Weekday,Thursday
20213024,Weekday,Thursday
20217023,Weekday,Thursday
20213142,Weekday,Thursday
20213139,Weekday,Tuesday
20212071,Weekday,Tuesday
20211220,Weekday,Tuesday
20211236,Weekday,Tuesday
20216033,Weekday,Tuesday
20214028,Weekday,Tuesday
20212118,Weekday,Tuesday
20211057,Weekday,Wednesday
20213196,Weekday,Wednesday
20212074,Weekday,Wednesday
20211126,Weekday,Wednesday
20211045,Weekday,Wednesday
20215110,Weekday,Wednesday
20212210,Weekday,Wednesday
20215015,Weekday,Wednesday
20216029,Weekday,Friday
20211113,Weekday,Friday
20213192,Weekday,Friday
20213118,Weekday,Friday
20213019,Weekday,Friday
20212124,Weekday,Friday
20213012,Weekday,Friday
20212187,Weekday,Friday
20212044,Weekday,Friday
20212109,Weekday,Friday
20215007,Weekday,Friday
20213016,Weekend,Friday
20211249,Weekend,Friday
20212005,Weekend,Friday
20211088,Weekend,Friday
20215123,Weekend,Friday
20213010,Weekend,Friday
20214066,Weekend,Friday
20213120,Weekend,Friday
20212088,Weekend,Monday
20215091,Weekday,Monday
20215153,Weekday,Monday
20214078,Weekday,Monday
20216024,Weekday,Monday
20213073,Weekday,Monday
20211148,Weekday,Monday
20213103,Weekday,Monday
20212180,Weekday,Monday
20216028,Weekday,Monday
20215139,Weekend,Saturday
20213231,Weekend,Saturday
20213237,Weekend,Saturday
20211260,Weekend,Saturday
20217015,Weekend,Saturday
20211049,Weekend,Saturday
20215082,Weekend,Saturday
20214012,Weekend,Saturday
20215131,Weekend,Saturday
20212050,Weekend,Saturday
20213238,Weekend,Saturday
20212079,Weekend,Saturday
20214016,Weekend,Saturday
20211026,Weekend,Saturday
20215005,Weekend,Saturday
20212096,Weekend,Saturday
20213078,Weekend,Saturday
20213004,Weekend,Saturday
20213097,Weekend,Saturday
20212189,Weekend,Sunday
20211050,Weekend,Sunday
20212052,Weekend,Sunday
20217024,Weekend,Sunday
20213039,Weekend,Sunday
20213107,Weekend,Sunday
20216006,Weekend,Sunday
20215046,Weekend,Sunday
20211068,Weekend,Sunday
20212147,Weekday,Thursday
20217016,Weekday,Thursday
20213080,Weekday,Thursday
20215143,Weekday,Thursday
20212149,Weekday,Thursday
20213035,Weekday,Thursday
20211239,Weekday,Thursday
20211064,Weekday,Thursday
20217031,Weekday,Thursday
20214025,Weekday,Thursday
20212158,Weekday,Thursday
20216019,Weekday,Thursday
20211241,Weekday,Thursday
20211221,Weekday,Tuesday
20212002,Weekday,Tuesday
20213029,Weekday,Tuesday
20211120,Weekday,Tuesday
20212039,Weekday,Tuesday
20212063,Weekday,Tuesday
20213005,Weekday,Tuesday
20211040,Weekday,Tuesday
20212148,Weekday,Wednesday
20215061,Weekday,Wednesday
20213169,Weekday,Wednesday
20213017,Weekday,Wednesday
20214014,Weekday,Wednesday
20215052,Weekday,Wednesday
20214021,Weekday,Wednesday
20211012,Weekday,Wednesday
20213182,Weekday,Wednesday
20211175,Weekday,Wednesday
20214024,Weekday,Wednesday
20211196,Weekday,Wednesday
20217019,Weekday,Wednesday
20213160,Weekday,Friday
20211062,Weekday,Friday
20212038,Weekday,Friday
20213079,Weekday,Friday
20214072,Weekday,Friday
20211038,Weekday,Friday
20217028,Weekday,Friday
